Country,Region,Subregion,City
uganda,luwero,katikamu,butuntumula
mali,mopti,djenne,senossa
south africa,free state,mangaung,lusaka
india,jharkhand,simdega,simdega
india,tamil nadu,coimbatore,peelamedu
uganda,kibale,bugangaizi,gayaza
liberia,gbarpolu,belleh,fassama
yemen,lahij,tur al bahah,ash shaibi
democratic republic of congo,orientale,bas-uele,kisangani
somalia,shabeellaha hoose,marka,golweyn
yemen,al hudaydah,al khawkhah,mawshij
india,haryana,kaithal,mator
democratic republic of congo,nord-kivu,nord-kivu,walikale-hombo road
turkey,giresun,yaylidere,yesilpinar
democratic republic of congo,bandundu,kwilu,misha
rwanda,iburengerazuba,rubavu,rwerere
syria,lattakia,lattakia,khadraa
syria,idleb,idleb,qminas
syria,rural damascus,duma,nashabiyeh
nigeria,enugu,uzo-uwani,adani
egypt,giza,al aguza,al agouza
pakistan,sindh,karachi city,shah latif town
ethiopia,amhara,semen wello,habro
egypt,behera,abu al matamir,abu al matamir
sudan,equatoria,western equatoria,tambura
libya,tajura wa an nawahi al arba,tripoli,gergarish
syria,aleppo,jebel saman,shweihet elbu issa
india,jammu and kashmir,shopian,chera marg
syria,aleppo,as-safira,sayr al-bayd
kenya,kwale,matuga,kaya bombo forest
sudan,equatoria,eastern equatoria,narus
kenya,mombasa,kisauni,bamburi
algeria,bouira,lakhdaria,boukram
syria,homs,tadmor,third station
nigeria,oyo,oluyole,okan ide
pakistan,punjab,rahim yar khan,cholistan
nigeria,ekiti,irepodun/ifelodun,iyin-ekiti
burundi,bujumbura rural,isale,gishingano
democratic republic of congo,kasai-oriental,sankuru,nkora
pakistan,khyber pakhtunkhwa,karak,takht-e-nasarati
egypt,north sinai,rafah,al-goura airport
yemen,taizz,at taiziyah,adh dhakarah
afghanistan,herat,hirat,herat
syria,rural damascus,az-zabdani,bludan
namibia,ohangwena,ongenga,ongenga
zambia,eastern,nyimba,petauke
bahrain,capital,,manama-sanabis
yemen,taizz,maqbanah,jabal himyar
sudan,north darfur,mellit,wadi hawar
bangladesh,khulna,jhenaidah,kalicharanpur
iraq,kirkuk,kirkuk,wadi an naft
kenya,nakuru,njoro,mathangauta
uganda,nakapiripirit,chekwii,kadam
palestine,west bank,nablus,homesh
south africa,eastern cape,cacadu,somerset east
india,gujarat,gandhinagar,gandhinagar
somalia,bari,bossaso,qaw
sudan,south darfur,nyala,talata
india,west bengal,murshidabad,sujapur
sudan,bahr el ghazal,western bahr-al-ghazal,boro medina
somalia,bari,qandala,dasaan
somalia,sanaag,ceerigaabo,hadaaftimo
burundi,bujumbura mairie,ngagara,ntahangwa
nigeria,taraba,ibi,dorowa river
kenya,uasin gishu,ainabkoi,burnt forest
pakistan,punjab,okara,depalpur
kenya,mandera,mandera north,bula dawa
india,tamil nadu,theni,endapuli
niger,diffa,diffa,karouna
ethiopia,oromia,misraq harerge,meyumuluke
south africa,gauteng,city of johannesburg,lion park
somalia,togdheer,buuhoodle,dhilaalo
bangladesh,sylhet,sylhet,sylhet
burkina faso,boucle du mouhoun,kossi,djibasso
ethiopia,oromia,misraq harerge,babile
nepal,central,janakpur,charikot
nigeria,kogi,bassa,ikende
sudan,north darfur,tawilla,kunjara tarne
rwanda,iburengerazuba,nyabihu,gasizi
central african republic,haut-mbomou,zemio,zemio
syria,hama,as-suqaylabiyah,ankawi
pakistan,khyber pakhtunkhwa,buner,gorano
india,assam,tinsukia,talap
somalia,sanaag,ceerigaabo,maydh
chad,logone oriental,nya pende,donia
mali,koulikouro,kati,kati
syria,homs,al makhrim,masudiyeh
iraq,diyala,muqdadiyah,al-muqdadiya
morocco,tanger - tetouan,larache,larache
burundi,makamba,makamba,mutobo
sierra leone,northern,koinadugu,sumbaraya
ivory coast,denguele,kabadougou,samatiguila
india,jharkhand,godda,dighi
somalia,bay,buur xakaba,aborko
pakistan,punjab,gujrat,khokhar
sudan,upper nile,jungoli,pochalla
democratic republic of congo,orientale,ituri,rodjoko
somalia,galguduud,ceel buur,dac
yemen,taizz,ash shamayatayn,al kumayta
syria,aleppo,afrin,sihriyanli
pakistan,punjab,faisalabad,tandlianwala
democratic republic of congo,kasai-occidental,kasai,mweka
india,goa,south goa,velim
kenya,kakamega,lurambi,ikolomani
nigeria,katsina,dutsin ma,dutsin ma
somalia,gedo,belet xaawo,goofo
pakistan,balochistan,las bela,winder
libya,al marqab,al marqab,suq al khamis
zimbabwe,mashonaland central,shamva,madziwa
nigeria,cross river,boki,danare
somalia,shabeellaha hoose,qoryooley,daarasalaam
sudan,equatoria,central equatoria,gatanga
syria,hama,as-salamiyeh,aniq bajra
bangladesh,dhaka,kishoreganj,austagram
mali,gao,menaka,menaka
south africa,kwazulu-natal,umgungundlovu,mooi river
djibouti,obock,obock,obock
nigeria,imo,okigwe,umuokwara
yemen,al jawf,al humaydat,al humaydat
south sudan,central equatoria,yei,payawa
mauritania,brakna,magta-lahjar,magta-lahjat
syria,hama,as-salamiyeh,arshuneh
south sudan,jonglei,pibor,boma
democratic republic of congo,bas-congo,matadi,mvuzi
sierra leone,southern,pujehun,barri
ethiopia,somali,fafan,afweyne
kenya,taita taveta,mwatate,bullarik village
sudan,south kordofan,habila,umm heitan
south africa,gauteng,ekurhuleni,olifantsfontein
democratic republic of congo,equateur,sud-ubangi,gwalangu
india,mizoram,lunglei,lunglei
syria,deir-ez-zor,abu kamal,qataa
india,odisha,bargarh,paikamal
burundi,makamba,kibago,murambi
pakistan,balochistan,kech,tump
sierra leone,northern,bombali,kamabai
syria,deir-ez-zor,deir-ez-zor,shiheil
sudan,south kordofan,heiban,nyakma
sudan,north darfur,um kadada,lameina
algeria,tamanghasset,in guezzam,in guezzam
india,haryana,yamunanagar,jagadhri
uganda,apac,kwania,wigweng
nigeria,plateau,barkin ladi,sho hills
ethiopia,oromia,mirab arsi,shashamane
palestine,west bank,jenin,al yamun
somalia,bay,baydhabo,qaydar eeda
democratic republic of congo,katanga,haut-katanga,kasumbalesa
ghana,central,awutu efutu senya,kasoa
india,tamil nadu,tiruvannamalai,chengam
democratic republic of congo,nord-kivu,nord-kivu,usala
bahrain,northern,,al markh
sri lanka,southern,hambantota,aluthgoda
south africa,kwazulu-natal,ugu,margate
gambia,maccarthy island,niamina west,dankunku
south sudan,upper nile,manyo,akurwa
egypt,port said,al sharq,al-zohour
india,gujarat,bharuch,bharuch
syria,idleb,al ma'ra,rabia mousa
kenya,siaya,ugenya,bondo
pakistan,punjab,narowal,chakri
central african republic,ouham pende,bocaranga,bohong
malawi,nsanje,sc mbenje,bangula
guinea,nzerekore,gueckedou,kokouelassou
india,uttar pradesh,hathras,hathras
syria,aleppo,jebel saman,nuwara
democratic republic of congo,katanga,haut-katanga,gwena
india,jammu and kashmir,ramban,ramsoo
yemen,al hudaydah,al khawkhah,al qataba
iraq,sala al-din,balad,az zur
india,maharashtra,buldhana,malkapur
nigeria,bauchi,ningi,bigi
iraq,ninewa,telafar,batishah
sri lanka,north western,puttalam,mangalaeliya
afghanistan,nangarhar,surkh rod,sabzabad
nigeria,borno,bama,mulfutu
pakistan,punjab,rajanpur,rojhan
tanzania,mwanza,nyamagana,mwanza
burundi,bururi,rumonge,muhanda
pakistan,fata,bajaur agency,charmang
india,jammu and kashmir,srinagar,galwanpora
democratic republic of congo,sud-kivu,sud-kivu,nyakabere
palestine,west bank,al quds,beit safafa
syria,aleppo,afrin,ain dara
burundi,bujumbura rural,kabezi,masama
sierra leone,northern,port loko,konika
nigeria,ebonyi,ezza north,okposi
india,punjab,tarn taran,daleke
burundi,rutana,giharo,gakungu
democratic republic of congo,katanga,haut-katanga,kimpamba
morocco,meknes - tafilalet,khenifra,mrirt
democratic republic of congo,nord-kivu,nord-kivu,bunyatenge
kenya,kericho,bureti,chemosot
sierra leone,southern,pujehun,sowa
nigeria,federal capital territory,abuja municipal,aso
senegal,ziguinchor,ziguinchor,sindone
tunisia,gafsa,ksar,el ksar
pakistan,sindh,jamshoro,luni kot
india,uttar pradesh,meerut,meewa
egypt,alexandria,sidi gabir,abu an nawatir
pakistan,sindh,mirpur khas,mirwah gorchani
sudan,north darfur,kabkabiya,sarafaya
democratic republic of congo,nord-kivu,nord-kivu,talia
iraq,ninewa,hamdaniya,qaryat abu jarbuah
yemen,taizz,as silw,an najd
niger,diffa,nguigmi,kabalewa
south sudan,northern bahr el ghazal,aweil east,war-awar
syria,aleppo,jebel saman,icarda research facility
south sudan,jonglei,nyirol,waat
ethiopia,oromia,mirab hararghe,asabot
syria,dar'a,izra',hrak
libya,surt,bin jawad,al wadi al-ahmar
libya,yafran-jadu,al jabal al gharbi,bir ayyad
india,andhra pradesh,east godavari,annavaram
kenya,nairobi,westlands,karura forest
uganda,kapchorwa,kongasis,burirwok
nepal,west,lumbini,siddharthanagar
south sudan,unity,pariang,pariang
south sudan,western equatoria,mundri west,landigwa
egypt,qena,farshut,farshut
india,kerala,alappuzha,mavelikkara
sierra leone,northern,port loko,matank
nigeria,rivers,eleme,ogali
yemen,ibb,jiblah,an nagit
zimbabwe,mashonaland east,uzumba maramba pfungwe,nyadiri
south africa,limpopo,capricorn,sesheng
south africa,gauteng,city of tshwane,kameeldrift
pakistan,punjab,chakwal,matta
egypt,alexandria,bab sharqi,al ibrahimiyah
togo,kara,doufelgou,niamtougou
somalia,shabeellaha hoose,afgooye,yumbis
india,punjab,faridkot,chandbaja
turkey,van,baskale,esenyamac
egypt,giza,al omraneyah,saqiyet mekki
sierra leone,eastern,kenema,kpakah
zimbabwe,matabeleland north,umguza,nyamandlovu
yemen,taizz,salh,taizz-al kamb
nigeria,rivers,ogba/egbema/ndoni,oboh
yemen,sadah,as safra,az zawr
nigeria,benue,ado,igumale
syria,aleppo,menbij,manther eljarf
angola,bie,kuito,chicala
nigeria,lagos,ikorodu,ishawo
yemen,sadah,shadaa,al mashnaq
saudi arabia,najran,khubash,as suyul
democratic republic of congo,katanga,haut-katanga,kitenta
mali,kayes,yelimane,yelimane
sudan,north kordofan,um rawaba,umm rawaba
somalia,hiiraan,belet weyne,baar gacallawe
nigeria,akwa ibom,oron,oron
india,assam,dima hasao,langting
turkey,diyarbakir,lice,baharlar
guinea,kindia,forecariah,dagagbay
india,uttarakhand,pithoragarh,jauljibi
morocco,doukkala - abda,safi,sidi el gouraani
ethiopia,oromia,borena,laga
afghanistan,laghman,qarghayi,zar qala
south africa,limpopo,capricorn,polokwane
kenya,embu,embu north,kirigi
cameroon,nord-ouest,mezam,bamenda
iran,west azarbaijan,poldasht,zakerlu
nigeria,anambra,idemili south,obosi
central african republic,haut-mbomou,obo,obo
iraq,ninewa,mosul,mosul international airport
somalia,sool,caynabo,wadaamago
libya,sabratah surman,an nuqat al khams,talil
sierra leone,northern,koinadugu,gbefereh
nigeria,taraba,gashaka,maisuma
sudan,bahr el ghazal,warap,agor
turkey,hakkari,hakkari,ogul koyu
pakistan,punjab,gujrat,sarai alamgir
democratic republic of congo,katanga,tanganyka,moba
cameroon,extreme-nord,mayo-sava,banki
nigeria,kogi,ibaji,ofu
cameroon,sud-ouest,manyu,akwaya
yemen,al bayda,rada,jabal ahram
syria,aleppo,jebel saman,hadher
india,maharashtra,beed,parli
pakistan,sindh,shaheed benazirabad,bandhi
sudan,northern,dongola,jebel beres
pakistan,punjab,khanewal,iqbalnagar
pakistan,punjab,okara,renala khurd
india,punjab,jalandhar,rama mandi
central african republic,ouham,bossangoa,gbakora
bangladesh,dhaka,gazipur,kashimpur
sierra leone,eastern,kono,sindadu
iraq,kirkuk,haweeja,qaryat butmah
turkey,agri,dogubayazit,dogubayazit
tanzania,dar es salaam,ilala,ilala
bahrain,northern,,al hajar
afghanistan,kunduz,imam sahib,imam sahib
pakistan,punjab,lahore,garhi shahu
liberia,nimba,garr-bain,ganta
nigeria,benue,buruku,uzaar
kenya,busia,teso north,malaba
sierra leone,eastern,kailahun,mamboma
democratic republic of congo,sud-kivu,sud-kivu,kabare
india,haryana,sonipat,badkhalsa
nigeria,imo,isiala mbano,umu elemai
rwanda,iburasirazuba,rwamagana,rwamagana
iraq,ninewa,hatra,thari
afghanistan,ghor,du layna,khowajgan
algeria,constantine,constantine,constantine
palestine,west bank,qalqilya,azun atme
morocco,oriental,oujda angad,oujda
yemen,dhamar,dawran aness,bani suwayd
zimbabwe,masvingo,mwenezi,tshapfu-tshe
israel,tel aviv,tel aviv,tel aviv
libya,al hizam al akhdar,benghazi,saunnu
syria,homs,tadmor,hafna
yemen,hadramawt,amd,amd
india,jharkhand,bokaro,chas
sudan,south kordofan,habila,andona sughaiyir
syria,aleppo,afrin,135th brigade army base
kenya,bomet,chepalungu,bomet
sierra leone,northern,port loko,ma-barrkay
yemen,sadah,razih,burkan
burundi,gitega,giheta,nyarubogonga
sudan,west kordofan,abyei - muglad,turda
pakistan,punjab,rajanpur,rajanpur
democratic republic of congo,nord-kivu,butembo,butembo
malawi,chikwawa,ta lundu,nchalo
central african republic,mbomou,bangassou,niakari
south africa,north west,bojanala,majakaneng
central african republic,haut-mbomou,zemio,gambara
south africa,north west,dr ruth segomotsi mompati,schweizer-reineke
burundi,kirundo,kirundo,gihosha
sierra leone,eastern,kenema,konia
sudan,north darfur,ailliet,abu gileiha
yemen,dhamar,al hada,qa jahran
mali,mopti,tenenkou,sare-kina
bangladesh,khulna,satkhira,bhomra
kenya,mombasa,kisauni,nguu tata
kenya,tana river,galole,kurawa
tunisia,medenine,beni khedache,dkhilet toujane
afghanistan,helmand,musa qala,musa qala
india,jammu and kashmir,rajouri,potha
gambia,north bank,central baddibu,ker gumalo
mali,tombouctou,niafunke,diabata
india,jammu and kashmir,ramban,khari
angola,cabinda,cabinda,yema
somalia,bay,baydhabo,mursal
sierra leone,eastern,kono,fuero
mozambique,gaza,chokwe,chokwe
bangladesh,rajshahi,bogra,gabtali paurashava
burundi,makamba,kibago,muhagaze
egypt,cairo,bar ash shariyah,bar ash shariyah
south sudan,central equatoria,yei,mitika
bangladesh,barisal,patuakhali,kalapara
saudi arabia,jizan,al harth,al maatan
pakistan,fata,kurram agency,dogar
saudi arabia,makkah,at taif,taif
pakistan,balochistan,awaran,jhao
angola,benguela,bocoio,umbala
democratic republic of congo,nord-kivu,nord-kivu,kipese
south sudan,jonglei,ayod,guini
india,jammu and kashmir,kupwara,chowkibal
pakistan,sindh,naushahro feroze,gachero
uganda,pader,agago,agago
burkina faso,sahel,oudalan,tambao
uganda,mbale,mbale,mbale
central african republic,kemo,sibut,isole
somalia,jubbada hoose,kismayo,anole
libya,al hizam al akhdar,benghazi,ar shabnah
pakistan,balochistan,panjgur,paroom
india,bihar,buxar,dhundhani
sierra leone,southern,pujehun,pujehun town
democratic republic of congo,orientale,bas-uele,bela
india,meghalaya,ri bhoi,byrnihat
india,uttarakhand,haridwar,haridwar
sudan,central darfur,mukjar,masteriha
nigeria,bauchi,darazo,mararaba
iraq,dahuk,adhamiyah,kani masi
india,rajasthan,hanumangarh,badopal
south africa,kwazulu-natal,amajuba,dunnhauser
democratic republic of congo,katanga,haut-katanga,tenke
burundi,rutana,musongati,musongati
pakistan,khyber pakhtunkhwa,kohat,ghulam banda
sri lanka,north western,gampaha,galmuruwa
algeria,jijel,emir abdelkader,emir abdelkader
democratic republic of congo,equateur,sud-ubangi,inyele
india,manipur,noney,khoupum
yemen,marib,al jubah,al khathlah
burundi,kayanza,rango,gihororo
kenya,kericho,belgut,kapsoit
india,maharashtra,jalgaon,jalgaon
south sudan,unity,koch,luony
pakistan,gilgit-baltistan,ghizer,ghizer
somalia,mudug,hobyo,galhagoog
nigeria,nasarawa,keana,aloshi
zimbabwe,manicaland,makoni,nyazura
syria,ar-raqqa,ar-raqqa,hamra buwaytiyah
india,punjab,bathinda,bhucho mandi
egypt,north sinai,shaykh zuwayd,el agra
iraq,qadissiya,hamza,hamza
afghanistan,wardak,jalrez,sher khan
somalia,galguduud,ceel dheer,messagit mohamed omar
india,jammu and kashmir,kulgam,qaimoh
rwanda,amajyaruguru,burera,kidaho
pakistan,fata,north waziristan agency,tochi
pakistan,khyber pakhtunkhwa,peshawar,larama village
nigeria,lagos,oshodi isolo,orile oshodi
syria,idleb,idleb,ram hamdan
india,jammu and kashmir,pulwama,mirabagh
sudan,west darfur,sirba,abu sury
south sudan,central equatoria,morobo,lujulu
iraq,diyala,muqdadiyah,qaryat sansal
egypt,matrouh,marsa matruh,marsa matruh
democratic republic of congo,maniema,maniema,kibereketa
burundi,ruyigi,butaganzwa2,rukoko
pakistan,punjab,bhakkar,bogha
india,west bengal,burdwan,raina
south africa,kwazulu-natal,ilembe,shakas head
afghanistan,kapisa,tagab,tatar khel
india,punjab,moga,budh singh wala
south africa,eastern cape,o.r.tambo,orange grove
pakistan,khyber pakhtunkhwa,peshawar,zargarabad
equatorial guinea,centro sur,acurenam,akurenam
yemen,taizz,ash shamayatayn,ash sharj
sierra leone,northern,koinadugu,badala
mauritania,tagant,tidjikja,tidjikja
india,maharashtra,ahmednagar,sonai
somalia,shabeellaha hoose,afgooye,dhagahtur
somalia,bay,baydhabo,adan yabal
sudan,south kordofan,talodi,um hajar
burkina faso,sahel,soum,djibo
nigeria,taraba,wukari,tunari
ethiopia,oromia,horo guduru,asandabo
india,punjab,barnala,dhaula
india,bihar,jamui,jamui
india,west bengal,west burdwan,andal
uganda,kitgum,chua,labuje
india,maharashtra,ratnagiri,ratnagiri
democratic republic of congo,sud-kivu,sud-kivu,kahuzi-biega national park
nigeria,ebonyi,ikwo,ochanyim
somalia,woqooyi galbeed,gabiley,maroodi jeeh
tanzania,shinyanga,kishapu,mwambiti
guinea,boke,boke,dabiss
south africa,kwazulu-natal,ethekwini,hillcrest
nigeria,jigawa,dutse,dutse
senegal,kolda,velingara,diaoube
india,haryana,jhajjar,jhajjar
egypt,alexandria,al raml,al awayed
south africa,kwazulu-natal,ethekwini,westville
kenya,embu,mbeere south,kiritiri
cameroon,extreme-nord,mayo-sava,bornori
democratic republic of congo,nord-kivu,nord-kivu,butale
south sudan,warrap,twic,bor riak
india,gujarat,patan,patan
ethiopia,oromia,arsi,gobesa
yemen,al jawf,al maslub,al hayjah
somalia,bay,baydhabo,insha
tunisia,le kef,sakiet sidi youssef,gargour
democratic republic of congo,orientale,haut-uele,tomati
turkey,bingol,karliova,karliova
iraq,sala al-din,basrah,baiji
pakistan,punjab,rawalpindi,mandra
sudan,south kordofan,al buram,angola
democratic republic of congo,orientale,ituri,lita
egypt,giza,al omraneyah,at talbeyah
afghanistan,kunduz,imam sahib,ishkili
iran,sistan and baluchestan,chabahar,chabahar
yemen,sanaa,hamdan,hamdan
somalia,bay,baydhabo,jibil
somalia,woqooyi galbeed,berbera,benderbeyla
syria,aleppo,afrin,julqan
cameroon,sud-ouest,ndian,oron
sri lanka,north western,kurunegala,pilikada
rwanda,amajyaruguru,burera,musama
india,jharkhand,gumla,gumla
equatorial guinea,bioko sur,luba,luba
uganda,apac,oyam,minakulu
democratic republic of congo,orientale,haut-uele,nambili
india,manipur,thoubal,wangoo
yemen,sadah,baqim,mahdidah
india,uttar pradesh,mahoba,kabrai
yemen,sanaa,nihm,jabal al hawl
india,uttar pradesh,agra,jaupura
sierra leone,northern,kambia,kukuna
burundi,makamba,kayogoro,mayange
india,odisha,kendrapara,patkura
sierra leone,northern,koinadugu,dambafayi
yemen,ibb,as sabrah,najd al jumai
india,haryana,kaithal,kurar
democratic republic of congo,orientale,tshopo,mandje
syria,aleppo,jebel saman,barna
democratic republic of congo,kasai-occidental,lulua,tshintshanku
burundi,bururi,rumonge,karonda
iraq,diyala,baquba,al abbarah
uganda,gulu,aswa,unyama idp camp
somalia,hiiraan,bulo burto,nuur fanaax
madagascar,mahajanga,betsiboka,keliloha
somalia,bakool,xudur,busley
india,maharashtra,palghar,naigaon
saudi arabia,jizan,samitah,mukambal
syria,rural damascus,qatana,hbariyeh
swaziland,shiselweni,mtsambama,hlatikulu
central african republic,ouaka,kouango,bianga
indonesia,jakarta,jakarta,jakarta
yemen,al jawf,bart al anan,al anan
nigeria,delta,ika north east,umunede
burundi,bujumbura rural,mugongo-manga,rutambiro
togo,maritime,vo,dagbati
nigeria,delta,ughelli north,ohoro
india,punjab,bathinda,parasram nagar
kenya,nyandarua,kipipiri,miharati
afghanistan,parwan,bagram,laghmani
algeria,tizi ouzou,draa el mizan,maammar
somalia,togdheer,buuhoodle,balliqardhac
turkey,istanbul,kadikoy,acibadem
nigeria,rivers,emuoha,agbar-ndele
yemen,amran,khamir,al ghayl
niger,tillabery,filingue,ekrafane
bangladesh,chittagong,brahamanbaria,harashpur
syria,homs,al makhrim,umm sehrej
yemen,taizz,al mukha,wahijah
kenya,kiambu,gatundu south,gacarage
nigeria,ekiti,ekiti east,omuo-oke
yemen,taizz,maqbanah,al hajariyah
iraq,sala al-din,samarra,samarra
india,west bengal,nadia,karimpur
syria,aleppo,jebel saman,abzemo
